profile_name,start_time,duration,attributes,title,supplemental_video_type,device_type,bookmark,latest_bookmark,country,tv_show_name,tv_show_season,tv_show_episode,content_type,duration_hours,content_title
ilona,2022-12-30,0 years 0 mons 0 days 1 hours 0 mins 30.0 secs,,Storks,,Samsung CE 2021 Nike-M2 UHD TV Smart TV,1:21:58,1:21:58,IL (Israel),,,,Movie,1.0083333333333333,Storks
Michael,2020-07-06,0 years 0 mons 0 days 0 hours 21 mins 12.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Bow Tie Asymmetry (Episode 24),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:21:12,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Bow Tie Asymmetry (Episode 24),TV Show,0.35333333333333333333,The Big Bang Theory
Michael,2020-07-06,0 years 0 mons 0 days 0 hours 13 mins 41.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Sibling Realignment (Episode 23),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:42,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Sibling Realignment (Episode 23),TV Show,0.22805555555555555556,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 5 mins 46.0 secs,,The Big Bang Theory: Season 11: The Sibling Realignment (Episode 23),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:06:02,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Sibling Realignment (Episode 23),TV Show,0.09611111111111111111,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 18 mins 37.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Monetary Insufficiency (Episode 22),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:18:37,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Monetary Insufficiency (Episode 22),TV Show,0.31027777777777777778,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 4 mins 19.0 secs,,Brooklyn Nine-Nine: Season 1: Old School (Episode 8),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:04:47,Not latest view,IL (Israel),Brooklyn Nine-Nine, Season 1, Old School (Episode 8),TV Show,0.07194444444444444444,Brooklyn Nine-Nine
Michael,2022-08-20,0 years 0 mons 0 days 0 hours 8 mins 5.0 secs,,Never Have I Ever: Season 1: Pilot (Episode 1),,Apple iPhone 13,0:24:40,Not latest view,CZ (Czech Republic),Never Have I Ever, Season 1, Pilot (Episode 1),TV Show,0.13472222222222222222,Never Have I Ever
Michael,2022-07-30,0 years 0 mons 0 days 0 hours 10 mins 56.0 secs,,Friends: Season 1: The One with Mrs. Bing (Episode 11),,Apple iPhone 13,0:11:07,0:11:07,IL (Israel),Friends, Season 1, The One with Mrs,TV Show,0.18222222222222222222,Friends
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 21 mins 37.0 secs,,Brooklyn Nine-Nine: Season 1: 48 Hours (Episode 7),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:21:38,Not latest view,IL (Israel),Brooklyn Nine-Nine, Season 1, 48 Hours (Episode 7),TV Show,0.36027777777777777778,Brooklyn Nine-Nine
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 19 mins 47.0 secs,,Brooklyn Nine-Nine: Season 1: Halloween (Episode 6),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:21:36,Not latest view,IL (Israel),Brooklyn Nine-Nine, Season 1, Halloween (Episode 6),TV Show,0.32972222222222222222,Brooklyn Nine-Nine
Michael,2020-06-28,0 years 0 mons 0 days 0 hours 2 mins 10.0 secs,,The Big Bang Theory: Season 10: The Fetal Kick Catalyst (Episode 6),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:02:31,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Fetal Kick Catalyst (Episode 6),TV Show,0.03611111111111111111,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 1 mins 50.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Monetary Insufficiency (Episode 22),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:01:50,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Monetary Insufficiency (Episode 22),TV Show,0.03055555555555555556,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 3 mins 42.0 secs,,The Big Bang Theory: Season 11: The Comet Polarization (Episode 21),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:20:06,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Comet Polarization (Episode 21),TV Show,0.06166666666666666667,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,,The Big Bang Theory: Season 11: The Comet Polarization (Episode 21),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:16:24,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Comet Polarization (Episode 21),TV Show,0.00027777777777777778,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 16 mins 23.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Comet Polarization (Episode 21),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:16:23,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Comet Polarization (Episode 21),TV Show,0.27305555555555555556,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 20 mins 40.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Reclusive Potential (Episode 20),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:20:40,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Reclusive Potential (Episode 20),TV Show,0.34444444444444444444,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 20 mins 15.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Tenant Disassociation (Episode 19),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:20:15,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Tenant Disassociation (Episode 19),TV Show,0.3375,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 17 mins 49.0 secs,,The Big Bang Theory: Season 11: The Gates Excitation (Episode 18),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:51,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Gates Excitation (Episode 18),TV Show,0.29694444444444444444,The Big Bang Theory
Michael,2020-07-05,0 years 0 mons 0 days 0 hours 3 mins 30.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Athenaeum Allocation (Episode 17),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:20:05,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Athenaeum Allocation (Episode 17),TV Show,0.05833333333333333333,The Big Bang Theory
Michael,2020-07-04,0 years 0 mons 0 days 0 hours 9 mins 59.0 secs,,The Big Bang Theory: Season 11: The Athenaeum Allocation (Episode 17),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:16:36,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Athenaeum Allocation (Episode 17),TV Show,0.16638888888888888889,The Big Bang Theory
Michael,2020-07-04,0 years 0 mons 0 days 0 hours 17 mins 59.0 secs,,The Big Bang Theory: Season 11: The Neonatal Nomenclature (Episode 16),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:18:22,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Neonatal Nomenclature (Episode 16),TV Show,0.29972222222222222222,The Big Bang Theory
Michael,2020-07-04,0 years 0 mons 0 days 0 hours 18 mins 39.0 secs,,The Big Bang Theory: Season 11: The Novelization Correlation (Episode 15),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:20:32,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Novelization Correlation (Episode 15),TV Show,0.31083333333333333333,The Big Bang Theory
Michael,2020-07-04,0 years 0 mons 0 days 0 hours 15 mins 36.0 secs,,The Big Bang Theory: Season 11: The Separation Triangulation (Episode 14),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:18:57,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Separation Triangulation (Episode 14),TV Show,0.26,The Big Bang Theory
Michael,2020-07-03,0 years 0 mons 0 days 0 hours 0 mins 31.0 secs,,The Big Bang Theory: Season 11: The Separation Triangulation (Episode 14),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:00:32,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Separation Triangulation (Episode 14),TV Show,0.00861111111111111111,The Big Bang Theory
Michael,2020-07-03,0 years 0 mons 0 days 0 hours 19 mins 35.0 secs,,The Big Bang Theory: Season 11: The Solo Oscillation (Episode 13),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:20:45,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Solo Oscillation (Episode 13),TV Show,0.32638888888888888889,The Big Bang Theory
Michael,2020-07-03,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,,The Big Bang Theory: Season 11: The Solo Oscillation (Episode 13),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:00:01,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Solo Oscillation (Episode 13),TV Show,0.00027777777777777778,The Big Bang Theory
Michael,2020-07-03,0 years 0 mons 0 days 0 hours 18 mins 23.0 secs,,The Big Bang Theory: Season 11: The Matrimonial Metric (Episode 12),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:19:51,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Matrimonial Metric (Episode 12),TV Show,0.30638888888888888889,The Big Bang Theory
Michael,2020-07-03,0 years 0 mons 0 days 0 hours 0 mins 19.0 secs,,The Big Bang Theory: Season 11: The Matrimonial Metric (Episode 12),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:01:06,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Matrimonial Metric (Episode 12),TV Show,0.00527777777777777778,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 0 mins 47.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Matrimonial Metric (Episode 12),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:00:47,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Matrimonial Metric (Episode 12),TV Show,0.01305555555555555556,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 18 mins 29.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Celebration Reverberation (Episode 11),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:21,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Celebration Reverberation (Episode 11),TV Show,0.30805555555555555556,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 5 mins 29.0 secs,,The Big Bang Theory: Season 11: The Confidence Erosion (Episode 10),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:21:02,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Confidence Erosion (Episode 10),TV Show,0.09138888888888888889,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 15 mins 19.0 secs,,The Big Bang Theory: Season 11: The Confidence Erosion (Episode 10),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:15:33,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Confidence Erosion (Episode 10),TV Show,0.25527777777777777778,The Big Bang Theory
Michael,2022-07-30,0 years 0 mons 0 days 0 hours 0 mins 12.0 secs,,Friends: Season 1: The One Where Underdog Gets Away (Episode 9),,Apple iPhone 13,0:11:04,0:11:04,IL (Israel),Friends, Season 1, The One Where Underdog Gets Away (Episode 9),TV Show,0.00333333333333333333,Friends
Michael,2019-04-02,0 years 0 mons 0 days 0 hours 0 mins 7.0 secs,,Money Heist: Part 2: Episode 4,,Apple iPhone XS,0:49:59,0:49:59,IL (Israel),Money Heist, Part 2, Episode 4,TV Show,0.00194444444444444444,Money Heist
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 18 mins 28.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Bitcoin Entanglement (Episode 9),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:18:28,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Bitcoin Entanglement (Episode 9),TV Show,0.30777777777777777778,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 18 mins 27.0 secs,,The Big Bang Theory: Season 11: The Tesla Recoil (Episode 8),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:18:27,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Tesla Recoil (Episode 8),TV Show,0.3075,The Big Bang Theory
Shkil,2022-09-10,0 years 0 mons 0 days 0 hours 0 mins 5.0 secs,Autoplayed: user action: None; ,Batch 2 (клип) — Batch 2,HOOK,Apple Apple TV 4K 2nd Gen Apple TV,0:00:06,0:00:06,IL (Israel),,,,Movie,0.00138888888888888889,Batch 2 (клип) — Batch 2
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 19 mins 8.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Geology Methodology (Episode 7),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:08,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Geology Methodology (Episode 7),TV Show,0.31888888888888888889,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 18 mins 16.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Proton Regeneration (Episode 6),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:20:46,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Proton Regeneration (Episode 6),TV Show,0.30444444444444444444,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 0 mins 12.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Proton Regeneration (Episode 6),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:02:31,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Proton Regeneration (Episode 6),TV Show,0.00333333333333333333,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 16 mins 30.0 secs,,The Big Bang Theory: Season 11: The Collaboration Contamination (Episode 5),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:18:41,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Collaboration Contamination (Episode 5),TV Show,0.275,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 19 mins 54.0 secs,,The Big Bang Theory: Season 11: The Explosion Implosion (Episode 4),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:20:19,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Explosion Implosion (Episode 4),TV Show,0.33166666666666666667,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 19 mins 28.0 secs,,The Big Bang Theory: Season 11: The Relaxation Integration (Episode 3),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:19:51,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Relaxation Integration (Episode 3),TV Show,0.32444444444444444444,The Big Bang Theory
Michael,2020-07-02,0 years 0 mons 0 days 0 hours 0 mins 38.0 secs,,The Big Bang Theory: Season 11: The Retraction Reaction (Episode 2),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:20:48,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Retraction Reaction (Episode 2),TV Show,0.01055555555555555556,The Big Bang Theory
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 20 mins 10.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 11: The Retraction Reaction (Episode 2),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:20:10,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Retraction Reaction (Episode 2),TV Show,0.33611111111111111111,The Big Bang Theory
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 4 mins 27.0 secs,,The Big Bang Theory: Season 11: The Proposal Proposal (Episode 1),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:20:10,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Proposal Proposal (Episode 1),TV Show,0.07416666666666666667,The Big Bang Theory
Michael,2019-07-05,0 years 0 mons 0 days 0 hours 1 mins 15.0 secs,Autoplayed: user action: Unspecified; ,Johnny English Reborn,,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:01:15,0:01:15,IL (Israel),,,,Movie,0.02083333333333333333,Johnny English Reborn
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 14 mins 40.0 secs,,The Big Bang Theory: Season 11: The Proposal Proposal (Episode 1),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:15:44,Not latest view,IL (Israel),The Big Bang Theory, Season 11, The Proposal Proposal (Episode 1),TV Show,0.24444444444444444444,The Big Bang Theory
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 18 mins 23.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 10: The Long Distance Dissonance (Episode 24),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:03,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Long Distance Dissonance (Episode 24),TV Show,0.30638888888888888889,The Big Bang Theory
Michael,2022-12-16,0 years 0 mons 0 days 0 hours 26 mins 40.0 secs,,Snack VS. Chef: Season 1: Ho Hos (Episode 6),,Apple iPhone 13,0:38:20,Not latest view,IL (Israel),Snack VS, Chef, Season 1,TV Show,0.44444444444444444444,Snack VS
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 3 mins 21.0 secs,,The Big Bang Theory: Season 10: The Gyroscopic Collapse (Episode 23),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:18:46,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Gyroscopic Collapse (Episode 23),TV Show,0.05583333333333333333,The Big Bang Theory
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 14 mins 42.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 10: The Gyroscopic Collapse (Episode 23),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:15:26,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Gyroscopic Collapse (Episode 23),TV Show,0.245,The Big Bang Theory
Michael,2020-07-01,0 years 0 mons 0 days 0 hours 6 mins 1.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:32,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Cognition Regeneration (Episode 22),TV Show,0.10027777777777777778,The Big Bang Theory
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 2 mins 18.0 secs,,The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:13:31,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Cognition Regeneration (Episode 22),TV Show,0.03833333333333333333,The Big Bang Theory
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 2 mins 29.0 secs,,The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:11:13,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Cognition Regeneration (Episode 22),TV Show,0.04138888888888888889,The Big Bang Theory
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 8 mins 44.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:08:44,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Cognition Regeneration (Episode 22),TV Show,0.14555555555555555556,The Big Bang Theory
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 18 mins 59.0 secs,,The Big Bang Theory: Season 10: The Separation Agitation (Episode 21),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:16,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Separation Agitation (Episode 21),TV Show,0.31638888888888888889,The Big Bang Theory
Michael,2019-05-31,0 years 0 mons 0 days 0 hours 3 mins 30.0 secs,Autoplayed: user action: Unspecified; ,City 40,,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:03:28,0:03:28,IL (Israel),,,,Movie,0.05833333333333333333,City 40
moshe,2019-12-12,0 years 0 mons 0 days 0 hours 39 mins 34.0 secs,,The I-Land: Limited Series: The Cloud Capp'd Towers (Episode 5),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,0:39:34,0:39:34,IL (Israel),The I-Land, Limited Series, The Cloud Capp'd Towers (Episode 5),TV Show,0.65944444444444444444,The I-Land
Shkil,2021-08-03,0 years 0 mons 0 days 0 hours 0 mins 31.0 secs,,Princezna zakletá v case,,Amazon Fire TV Stick 2020 + Streaming Stick,0:00:31,0:00:31,CZ (Czech Republic),,,,Movie,0.00861111111111111111,Princezna zakletá v case
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 18 mins 40.0 secs,Autoplayed: user action: None; ,The Big Bang Theory: Season 10: The Recollection Dissipation (Episode 20),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:18:40,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Recollection Dissipation (Episode 20),TV Show,0.31111111111111111111,The Big Bang Theory
Michael,2019-04-04,0 years 0 mons 0 days 0 hours 16 mins 10.0 secs,,"Monsters, Inc.",,Apple iPhone XS,0:27:00,0:27:00,IL (Israel),,,,Movie,0.26944444444444444444,"Monsters, Inc."
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 18 mins 9.0 secs,,The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:18:09,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Collaboration Fluctuation (Episode 19),TV Show,0.3025,The Big Bang Theory
Michael,2020-06-30,0 years 0 mons 0 days 0 hours 13 mins 50.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 10: The Escape Hatch Identification (Episode 18),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:21,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Escape Hatch Identification (Episode 18),TV Show,0.23055555555555555556,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 5 mins 17.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 10: The Escape Hatch Identification (Episode 18),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:05:32,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Escape Hatch Identification (Episode 18),TV Show,0.08805555555555555556,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 18 mins 25.0 secs,,The Big Bang Theory: Season 10: The Comic-Con Conundrum (Episode 17),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:02,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Comic-Con Conundrum (Episode 17),TV Show,0.30694444444444444444,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 17 mins 14.0 secs,,The Big Bang Theory: Season 10: The Allowance Evaporation (Episode 16),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:17:14,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Allowance Evaporation (Episode 16),TV Show,0.28722222222222222222,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 19 mins 50.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 10: The Locomotion Reverberation (Episode 15),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:50,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Locomotion Reverberation (Episode 15),TV Show,0.33055555555555555556,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 19 mins 2.0 secs,,The Big Bang Theory: Season 10: The Emotion Detection Automation (Episode 14),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:19:06,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Emotion Detection Automation (Episode 14),TV Show,0.31722222222222222222,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 0 mins 5.0 secs,,The Big Bang Theory: Season 10: The Emotion Detection Automation (Episode 14),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:00:06,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Emotion Detection Automation (Episode 14),TV Show,0.00138888888888888889,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 16 mins 22.0 secs,,The Big Bang Theory: Season 10: The Romance Recalibration (Episode 13),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:18:08,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Romance Recalibration (Episode 13),TV Show,0.27277777777777777778,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 11 mins 33.0 secs,,The Big Bang Theory: Season 10: The Holiday Summation (Episode 12),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:20:28,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Holiday Summation (Episode 12),TV Show,0.1925,The Big Bang Theory
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 10 mins 48.0 secs,,The Big Bang Theory: Season 10: The Birthday Synchronicity (Episode 11),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:19:56,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Birthday Synchronicity (Episode 11),TV Show,0.18,The Big Bang Theory
moshe,2019-08-07,0 years 0 mons 0 days 0 hours 26 mins 35.0 secs,,Breaking Bad: Season 3: One Minute (Episode 7),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,0:46:28,0:46:28,IL (Israel),Breaking Bad, Season 3, One Minute (Episode 7),TV Show,0.44305555555555555556,Breaking Bad
Michael,2020-06-29,0 years 0 mons 0 days 0 hours 8 mins 9.0 secs,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 10: The Birthday Synchronicity (Episode 11),,Samsung 2015 Hawk-M UHD TV(no FRC) Smart TV,0:08:09,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Birthday Synchronicity (Episode 11),TV Show,0.13583333333333333333,The Big Bang Theory
Michael,2020-06-28,0 years 0 mons 0 days 0 hours 16 mins 56.0 secs,,The Big Bang Theory: Season 10: The Property Division Collision (Episode 10),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:18:54,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Property Division Collision (Episode 10),TV Show,0.28222222222222222222,The Big Bang Theory
Michael,2020-06-28,0 years 0 mons 0 days 0 hours 7 mins 56.0 secs,,The Big Bang Theory: Season 10: The Geology Elevation (Episode 9),,Apple iPad Pro 11in 2nd Gen (Wi-Fi) iPad,0:18:48,Not latest view,IL (Israel),The Big Bang Theory, Season 10, The Geology Elevation (Episode 9),TV Show,0.13222222222222222222,The Big Bang Theory
